,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K,age_10
15871,37,4,9,4,2,4,0,1,1,5,0,4,20,0,3
15873,47,4,11,15,2,14,0,4,1,5,0,4,39,0,4
15958,55,4,9,4,0,10,4,4,0,5,0,4,39,0,5
16000,28,4,9,4,4,1,3,1,0,5,0,3,39,0,2
16080,53,4,2,14,2,1,5,4,0,5,0,4,39,0,5
16186,26,4,9,4,4,10,1,1,0,5,0,4,30,0,2
16279,56,4,2,14,2,10,0,4,1,5,0,4,39,1,5
16328,53,4,10,7,0,10,1,4,1,5,0,5,39,0,5
16338,28,4,15,1,4,4,1,4,1,5,2,6,39,0,2
16370,30,4,9,4,2,10,0,3,1,5,0,4,39,0,3
16396,24,4,11,15,4,3,1,4,1,5,0,4,39,0,2
16401,40,4,9,4,2,4,0,4,1,5,0,7,39,1,4
16491,75,4,13,0,4,9,1,1,0,5,0,4,30,0,7
16540,34,4,8,2,0,3,1,4,1,5,0,4,39,0,3
16561,33,4,11,15,2,14,0,4,1,5,0,5,39,0,3
16637,44,4,8,2,2,3,0,4,1,5,0,4,39,1,4
16697,30,4,15,1,2,7,0,4,1,5,0,4,39,1,3
16723,45,4,9,4,2,3,0,1,1,5,0,4,24,1,4
16738,51,4,9,4,0,12,1,4,0,5,0,6,39,0,5
16748,26,2,9,4,4,10,1,4,0,5,0,3,39,0,2
16753,28,4,9,4,2,12,0,4,1,5,0,4,39,1,2
16775,33,6,1,13,2,3,0,4,1,5,0,5,39,0,3
16794,69,4,12,5,2,10,0,4,1,5,0,2,39,0,6
16831,47,4,12,5,4,10,1,4,0,5,0,4,39,0,4
16835,42,4,15,1,0,10,1,4,1,5,0,4,39,0,4
16847,35,4,9,4,4,1,1,4,0,5,0,4,39,0,3
16852,25,2,15,1,4,1,4,2,0,5,0,4,39,0,2
16929,25,4,0,12,4,7,3,4,1,5,0,4,39,0,2
16954,62,4,15,1,2,4,0,4,1,5,2,9,39,1,6
16964,46,4,9,4,2,4,0,4,1,5,0,5,39,1,4
17066,43,1,9,4,3,13,1,1,1,5,0,4,39,0,4
17156,52,5,11,15,2,12,0,1,1,5,0,4,39,1,5
17225,43,4,15,1,2,1,0,4,1,5,0,4,39,0,4
17255,28,4,5,10,2,12,2,4,1,5,0,4,39,0,2
17294,19,4,15,1,4,6,3,4,1,5,0,2,39,0,1
17299,30,4,9,4,4,4,1,4,0,5,0,4,11,0,3
17330,46,4,9,4,2,10,0,4,1,5,0,4,39,1,4
17399,37,4,6,11,2,8,0,4,1,9,0,4,39,0,3
17506,46,1,11,15,2,1,0,4,1,5,0,4,39,1,4
17570,43,4,11,15,2,3,0,4,1,5,0,4,39,1,4
17597,38,6,11,15,2,3,0,4,1,5,0,4,39,1,3
17612,32,4,5,10,0,8,4,4,0,5,0,4,39,0,3
17630,23,4,15,1,4,8,1,4,0,5,0,3,39,0,2
17702,39,4,12,5,2,10,0,4,1,5,0,4,39,1,3
17704,21,4,11,15,4,3,1,4,1,5,0,4,39,0,2
17738,62,4,8,2,2,10,0,4,1,13,0,5,39,1,6
17773,26,4,8,2,0,10,4,4,0,5,0,3,39,0,2
17873,18,7,1,13,4,8,3,4,1,5,0,0,39,0,1
17874,68,4,11,15,6,12,1,4,0,5,0,2,39,0,6
17888,44,6,2,14,2,4,0,1,1,5,0,6,40,0,4
17966,25,4,11,15,2,13,0,4,1,5,0,4,39,0,2
18054,71,4,11,15,4,6,1,4,1,5,0,1,39,0,7
18091,45,1,15,1,2,1,0,2,1,5,0,2,39,0,4
18110,41,4,11,15,0,3,1,4,1,5,0,4,39,0,4
18143,21,4,15,1,4,1,1,4,1,5,0,4,39,0,2
18218,22,4,11,15,4,12,1,4,1,5,0,6,39,0,2
18222,42,6,9,4,2,5,0,4,1,5,0,6,39,0,4
18241,45,4,15,1,2,13,0,1,1,5,0,5,39,1,4
18322,39,4,15,1,0,4,4,4,0,5,1,4,39,0,3
18334,38,4,8,2,2,4,0,4,1,5,0,5,39,1,3
18349,22,0,6,11,4,0,1,4,1,5,0,3,39,0,2
18479,27,4,9,4,4,10,1,4,1,5,0,4,39,0,2
18515,52,4,12,5,2,4,0,4,1,5,0,4,39,0,5
18561,73,4,11,15,2,5,0,1,1,5,0,4,30,0,7
18595,33,6,8,2,0,8,4,4,0,5,0,9,39,0,3
18628,29,4,7,3,4,1,1,1,0,5,0,4,39,0,2
18649,45,4,11,15,2,8,0,1,1,5,0,8,24,1,4
18653,34,6,11,15,0,5,1,4,1,5,0,4,39,0,3
18662,31,2,11,15,4,7,3,4,1,5,0,6,39,0,3
18740,22,4,15,1,4,10,1,4,0,5,0,3,39,0,2
18747,23,4,15,1,2,12,3,4,0,5,0,1,39,0,2
18760,30,1,11,15,2,2,2,0,1,5,0,4,39,0,3
18797,56,6,11,15,2,12,0,4,1,5,0,4,39,0,5
18804,47,7,11,15,0,1,4,1,0,5,0,4,39,0,4
18815,25,4,15,1,4,10,3,4,0,5,0,4,39,0,2
18916,56,4,15,1,4,1,1,4,0,5,0,4,2,0,5
18964,39,4,11,15,2,6,0,4,1,5,0,4,39,0,3
18979,26,2,11,15,4,6,3,0,1,5,0,3,39,0,2
18991,35,2,11,15,0,5,3,1,1,5,0,5,39,0,3
19029,52,4,11,15,2,6,0,1,1,5,0,0,30,0,5
19206,19,6,15,1,4,5,3,4,1,5,0,5,39,0,1
19219,57,4,11,15,0,8,4,4,0,5,0,4,39,0,5
19229,18,4,1,13,4,8,3,4,0,5,0,3,39,0,1
19249,36,7,12,5,4,10,1,4,1,5,0,4,39,0,3
19261,67,5,11,15,2,4,0,4,1,15,0,5,39,1,6
19311,28,0,0,12,4,0,3,4,0,5,0,3,39,0,2
19328,72,0,11,15,2,0,0,1,1,5,0,0,39,0,7
19335,25,6,11,15,4,12,4,1,0,5,0,4,39,0,2
19438,48,2,8,2,4,11,4,4,1,5,0,4,39,0,4
19560,47,4,15,1,2,8,0,4,1,5,0,5,39,1,4
19571,39,2,11,15,4,4,3,0,0,5,0,4,39,0,3
19602,39,4,15,1,2,12,5,1,0,5,0,4,30,0,3
19616,17,4,1,13,4,3,3,4,1,5,0,1,39,0,1
19619,36,7,15,1,0,4,1,4,0,5,0,3,39,0,3
19669,41,4,15,1,0,1,4,4,0,5,0,3,39,0,4
19741,23,4,11,15,4,3,3,1,1,5,0,0,40,0,2
19764,49,6,15,1,2,4,0,4,1,5,0,4,39,0,4
19782,47,2,15,1,0,4,1,4,1,5,0,5,39,1,4
19857,50,6,12,5,2,12,0,4,1,13,0,5,39,1,5
19863,51,4,11,15,2,1,2,4,0,5,0,4,39,0,5
19980,42,4,15,1,4,3,1,1,1,5,0,4,39,0,4
20005,57,4,9,4,2,4,0,4,1,5,0,4,39,0,5
20033,68,6,11,15,2,5,0,4,1,5,0,5,39,1,6
20063,65,0,11,15,2,0,0,4,1,5,0,0,39,1,6
20113,46,4,5,10,4,6,1,4,1,5,0,5,39,0,4
20153,52,5,14,6,2,12,0,4,1,5,0,4,39,1,5
20162,25,4,3,8,4,8,2,4,1,5,0,2,8,0,2
20207,45,1,15,1,2,1,0,4,1,5,0,4,33,1,4
20313,33,4,11,15,4,6,1,4,1,5,0,4,39,0,3
20348,35,4,1,13,2,3,0,4,1,5,0,4,39,0,3
20370,61,4,1,13,2,8,0,4,1,5,0,4,39,1,6
20387,41,0,2,14,0,0,1,4,0,5,0,4,2,0,4
20404,44,2,12,5,4,10,3,4,0,5,0,5,39,0,4
20476,43,4,9,4,0,13,1,4,1,5,2,4,39,0,4
20514,29,4,9,4,2,12,0,4,1,5,0,4,39,1,2
20540,35,4,9,4,2,5,0,4,1,5,0,6,41,1,3
20544,30,1,9,4,4,4,2,1,0,5,0,4,39,0,3
20616,42,4,15,1,2,4,0,4,1,5,0,5,39,0,4
20621,34,4,15,1,2,8,0,1,1,5,0,4,30,0,3
20638,38,4,8,2,4,13,1,4,0,5,0,4,39,0,3
20653,62,4,9,4,2,10,0,4,1,5,0,5,39,1,6
20663,41,2,15,1,0,4,4,4,0,5,0,2,39,0,4
20716,39,4,15,1,2,4,0,4,1,5,2,6,39,1,3
20726,37,7,14,6,2,10,5,4,0,5,0,3,39,1,3
20766,62,0,11,15,2,0,0,1,1,5,0,2,3,0,6
20807,44,1,9,4,2,4,0,1,1,5,0,4,39,1,4
20824,27,7,9,4,4,1,1,4,0,5,0,4,39,0,2
20862,63,4,5,10,6,8,1,4,0,5,0,4,39,0,6
20900,77,6,15,1,6,1,1,4,0,5,2,0,39,0,7
20922,58,4,11,15,2,4,0,4,1,5,0,4,39,0,5
20941,38,4,15,1,0,3,4,4,0,5,0,4,39,0,3
20949,52,4,11,15,3,1,1,4,0,5,0,5,39,0,5
21027,30,4,9,4,4,4,1,4,1,5,0,4,39,0,3
21105,24,0,8,2,2,0,5,2,0,5,0,3,39,0,2
21113,28,4,15,1,5,8,4,4,0,5,0,1,39,0,2
21331,65,6,15,1,2,4,0,4,1,8,0,4,39,0,6
21355,30,4,11,15,4,6,1,4,1,5,0,4,39,0,3
21460,55,6,5,10,4,8,2,4,0,5,0,6,39,0,5
21542,33,4,11,15,2,4,5,4,0,5,0,4,39,0,3
21544,50,7,15,1,3,1,4,0,0,5,0,4,39,0,5
21563,31,4,7,3,0,13,1,4,0,5,0,4,39,0,3
21566,37,6,11,15,2,3,0,4,1,5,3,4,39,0,3
21615,38,0,5,10,0,0,1,4,0,5,0,4,39,0,3
21625,51,4,3,8,6,8,4,4,0,5,0,3,32,0,5
21661,55,4,11,15,2,8,2,1,1,5,0,4,30,0,5
21662,20,4,15,1,4,7,3,4,0,5,0,4,39,0,2
21724,42,4,15,1,2,3,0,4,1,9,0,4,39,1,4
21767,39,4,4,9,3,8,4,1,0,5,0,4,30,0,3
21784,20,4,15,1,4,1,3,4,0,5,0,1,39,0,2
21786,44,6,9,4,0,4,1,4,1,5,0,4,39,0,4
21787,50,4,4,9,2,7,5,1,0,5,0,3,30,0,5
21832,35,4,15,1,2,3,0,4,1,5,0,6,39,0,3
21963,57,4,11,15,2,3,0,1,1,5,0,4,39,0,5
21987,25,4,9,4,4,1,3,1,0,5,0,4,39,0,2
21999,53,7,10,7,2,10,0,4,1,5,0,4,39,0,5
22067,31,4,11,15,2,1,0,1,1,5,0,4,39,0,3
22074,40,4,15,1,2,12,0,4,1,10,0,5,39,0,4
22118,67,0,12,5,2,0,0,4,1,5,0,0,39,0,6
22176,39,4,15,1,3,1,4,0,0,5,0,4,39,0,3
22232,34,4,9,4,4,4,3,0,0,5,0,4,39,0,3
22290,19,4,11,15,4,6,3,4,1,5,0,3,39,0,1
22304,40,4,14,6,2,10,0,1,1,4,0,4,0,1,4
22343,19,4,15,1,4,8,3,4,0,5,0,2,39,0,1
22389,60,6,15,1,2,4,0,4,1,5,0,5,39,0,6
22390,28,4,11,15,2,6,0,2,1,5,0,4,39,0,2
22410,37,4,11,15,2,1,5,4,0,5,0,4,39,1,3
22540,41,5,14,6,2,10,0,4,1,5,0,4,8,1,4
22543,42,4,11,15,2,3,0,4,1,5,0,4,39,0,4
22657,50,4,11,15,2,10,0,4,1,5,0,4,39,0,5
22659,19,4,11,15,4,7,3,4,1,5,0,4,39,0,1
22699,20,4,11,15,2,6,0,4,1,5,0,6,39,0,2
22777,30,4,9,4,2,4,0,4,1,5,0,5,39,0,3
22803,30,4,15,1,0,1,4,4,0,5,0,1,39,0,3
22822,24,4,11,15,4,8,3,2,1,5,0,4,39,0,2
22855,40,4,2,14,2,3,0,4,1,5,0,5,39,1,4
22880,88,4,15,1,0,1,4,4,0,5,0,4,39,0,8
22934,38,4,11,15,0,10,1,4,1,5,0,4,39,0,3
23080,45,6,15,1,4,12,1,4,1,5,0,5,39,0,4
23108,46,0,8,2,0,0,4,4,1,5,0,3,39,0,4
23109,43,6,9,4,0,12,4,4,1,5,0,4,39,0,4
23139,34,4,11,15,2,8,0,4,1,5,0,4,39,0,3
23161,18,0,11,15,4,0,3,4,0,5,0,2,39,0,1
23170,26,4,9,4,6,4,1,4,0,5,0,5,39,0,2
23276,43,6,11,15,0,3,4,0,1,5,0,3,39,0,4
23292,32,7,9,4,0,4,1,1,0,5,0,4,39,0,3
23296,50,5,11,15,3,12,1,4,1,5,0,6,39,0,5
23394,46,4,11,15,2,9,5,4,0,5,0,4,39,0,4
23400,31,0,11,15,5,0,3,4,0,5,0,2,39,0,3
23409,56,7,12,5,0,10,1,4,0,5,0,3,39,0,5
23443,24,4,8,2,4,1,3,1,0,5,0,2,39,0,2
23462,23,4,15,1,4,1,1,4,0,5,0,4,39,0,2
23502,28,4,5,10,0,8,4,4,0,5,0,5,39,0,2
23509,22,4,11,15,4,8,1,4,0,5,0,2,39,0,2
23562,52,4,15,1,0,1,1,4,0,5,0,4,39,0,5
23577,62,0,11,15,2,0,0,4,1,5,0,4,39,1,6
23608,56,6,15,1,0,12,4,4,0,5,0,4,39,0,5
23632,42,1,15,1,0,4,4,1,0,5,0,4,39,0,4
23717,32,4,8,2,2,7,0,4,1,5,0,4,39,0,3
23726,60,7,12,5,2,10,0,1,1,5,0,3,3,1,6
23777,40,1,9,4,2,10,0,4,1,13,0,6,39,1,4
23801,42,4,11,15,2,1,0,4,1,5,0,4,39,0,4
23825,26,6,11,15,4,12,2,1,1,5,0,5,39,1,2
23841,32,4,11,15,4,3,3,4,1,5,0,4,39,0,3
23937,59,4,10,7,2,10,0,4,1,5,3,4,39,1,5
24008,37,4,15,1,2,3,0,4,1,5,0,4,39,1,3
24017,30,6,8,2,2,5,0,4,1,5,0,6,39,0,3
24043,18,4,0,12,4,12,1,4,1,5,0,2,39,0,1
24050,36,4,9,4,2,12,0,4,1,5,0,4,39,1,3
24063,28,4,15,1,2,3,0,0,1,5,0,6,39,0,2
24089,61,4,11,15,2,3,0,4,1,5,0,4,39,1,6
24144,29,4,11,15,2,5,0,4,1,5,0,6,39,0,2
24238,44,4,15,1,2,12,0,4,1,5,0,4,39,0,4
24246,38,4,15,1,2,4,0,4,1,5,0,4,39,0,3
24247,26,4,11,15,4,1,1,4,1,5,0,5,26,0,2
24254,28,4,0,12,4,14,4,4,1,5,0,3,39,0,2
24322,62,2,11,15,2,14,0,4,1,5,0,4,39,0,6
24375,49,7,15,1,0,1,4,4,0,5,0,5,39,0,4
24402,20,4,15,1,4,1,3,4,0,5,0,4,39,0,2
24435,35,4,9,4,2,12,0,4,1,5,0,4,39,1,3
24469,69,6,6,11,2,5,0,4,1,5,0,2,39,0,6
24587,52,4,15,1,2,12,0,4,1,13,0,4,39,1,5
24626,54,4,12,5,2,12,0,4,1,5,0,5,39,1,5
24639,36,4,15,1,2,3,0,4,1,5,0,4,39,1,3
24648,57,4,11,15,4,1,3,4,0,5,0,4,39,0,5
24658,29,6,14,6,0,10,1,4,1,4,0,6,39,1,2
24670,44,4,15,1,0,1,4,4,0,5,0,3,39,0,4
24681,46,4,6,11,2,7,0,4,1,5,0,4,39,0,4
24803,44,2,8,2,0,13,4,1,1,5,0,4,39,0,4
24805,29,4,15,1,4,13,1,4,0,5,0,4,39,0,2
24900,46,4,7,3,2,3,0,4,1,5,2,5,39,0,4
24906,56,4,11,15,0,8,4,4,0,5,0,4,39,0,5
24923,48,4,15,1,0,10,4,4,0,5,0,2,39,0,4
24973,43,4,7,3,2,13,0,1,1,5,0,4,39,0,4
25026,41,2,12,5,2,10,0,4,1,5,0,5,39,0,4
25041,18,0,11,15,4,0,3,4,0,5,0,6,39,0,1
25052,18,0,11,15,4,0,3,4,1,5,0,4,39,0,1
25065,35,4,8,2,0,12,1,4,1,5,0,4,39,0,3
25098,23,4,13,0,4,8,3,4,0,5,0,1,39,0,2
25131,44,4,11,15,2,5,0,4,1,5,0,8,39,0,4
25139,35,4,8,2,2,3,0,4,1,5,0,5,39,0,3
25148,79,0,12,5,2,0,0,4,1,2,0,4,31,1,7
25153,21,4,15,1,2,12,5,0,0,5,0,4,39,0,2
25233,45,4,8,2,6,1,1,1,0,5,0,4,39,0,4
25239,50,4,11,15,3,6,4,4,0,5,0,4,39,0,5
25248,40,4,7,3,4,13,1,2,1,5,0,4,39,0,4
25255,78,0,7,3,6,0,1,4,0,5,0,0,39,0,7
25312,52,4,11,15,2,7,0,4,1,5,0,4,39,1,5
25373,27,4,11,15,4,14,3,4,0,5,0,1,39,0,2
25387,19,7,15,1,4,8,1,4,1,6,0,2,39,0,1
25404,52,6,8,2,2,3,0,4,1,5,0,4,39,0,5
25406,59,4,8,2,4,3,1,1,1,5,0,4,39,0,5
25540,43,7,15,1,0,4,4,4,1,5,0,4,39,0,4
25547,45,4,11,15,0,4,1,4,0,5,0,4,39,0,4
25557,31,7,9,4,4,10,1,4,0,5,0,4,39,0,3
25603,45,1,9,4,2,4,0,4,1,5,0,5,39,1,4
25625,40,1,15,1,2,13,0,4,1,5,0,4,39,1,4
25666,27,4,9,4,4,1,4,4,0,5,0,3,39,0,2
25724,35,5,12,5,2,10,0,1,1,5,0,4,19,1,3
25733,21,0,15,1,4,0,3,4,1,5,0,3,39,0,2
25778,29,4,1,13,5,12,1,4,0,5,3,4,39,0,2
25815,58,5,1,13,2,14,0,4,1,5,0,6,39,0,5
25837,36,6,9,4,2,12,0,4,1,5,0,5,39,1,3
26077,62,0,10,7,2,0,0,0,1,5,0,4,39,1,6
26092,34,4,14,6,4,4,3,4,1,5,0,5,39,0,3
26118,48,4,9,4,2,12,0,4,1,5,0,4,39,0,4
26131,44,6,11,15,2,5,0,4,1,5,0,6,39,0,4
26157,42,7,12,5,2,1,0,0,1,5,0,4,39,1,4
26219,39,4,15,1,0,7,3,4,0,5,0,4,39,0,3
26245,34,4,11,15,2,12,0,4,1,5,0,4,39,1,3
26254,41,4,12,5,6,10,1,4,0,10,0,5,39,0,4
26265,48,5,9,4,2,4,0,4,1,5,0,5,39,1,4
26307,18,4,15,1,4,1,3,4,1,5,2,1,39,0,1
26345,32,4,15,1,2,4,3,4,0,8,0,4,24,0,3
26383,39,4,15,1,2,8,0,1,1,5,0,8,39,1,3
26399,17,0,0,12,4,0,3,4,1,5,0,4,39,0,1
26404,21,0,15,1,4,0,3,4,1,5,0,4,39,0,2
26427,43,4,11,15,4,1,1,4,0,5,0,4,39,0,4
26430,23,4,9,4,4,10,3,1,0,5,0,2,39,0,2
26461,59,6,11,15,2,5,0,4,1,5,0,6,39,1,5
26508,17,4,1,13,4,8,2,4,0,5,0,1,39,0,1
26671,19,0,15,1,4,0,3,1,0,5,0,4,39,0,1
26724,46,4,12,5,0,4,1,4,0,5,0,4,39,0,4
26757,37,4,3,8,4,8,4,4,0,5,0,4,8,0,3
26763,42,5,15,1,0,4,4,4,1,5,0,9,39,1,4
26767,28,4,11,15,4,8,1,4,0,5,0,4,39,0,2
26775,62,4,4,9,2,5,0,1,1,5,0,4,30,0,6
26789,46,4,9,4,2,13,0,4,1,5,0,6,39,1,4
26925,62,2,9,4,2,10,5,4,0,5,0,4,39,0,6
27051,41,4,9,4,2,7,0,4,1,5,0,4,0,0,4
27068,18,0,15,1,4,0,3,4,1,5,0,3,39,0,1
27124,36,4,9,4,2,12,5,4,1,5,0,6,0,0,3
27129,27,4,15,1,4,1,1,4,0,5,0,6,39,0,2
27188,60,1,11,15,4,1,1,2,0,5,0,4,39,0,6
27247,26,4,9,4,4,10,1,4,0,5,0,4,39,0,2
27267,27,4,15,1,5,1,4,4,0,5,0,2,39,0,2
27273,56,4,11,15,2,4,0,4,1,5,0,4,39,1,5
27321,36,4,11,15,2,8,5,1,0,5,0,4,35,0,3
27357,41,7,9,4,2,4,0,1,1,5,0,4,39,0,4
27394,43,4,15,1,2,12,0,4,1,13,0,4,39,1,4
27456,25,4,8,2,4,1,1,4,0,10,0,4,39,0,2
27509,23,4,15,1,4,4,1,4,0,5,0,3,39,0,2
27547,33,4,15,1,2,12,0,4,1,5,0,2,39,0,3
27550,56,6,15,1,2,4,0,4,1,5,0,5,39,1,5
27585,75,5,11,15,6,12,2,1,1,5,0,3,39,1,7
27590,60,4,6,11,2,7,0,4,1,5,0,4,39,0,6
27615,24,4,9,4,4,1,3,4,1,8,0,3,39,0,2
27635,61,4,11,15,2,4,0,4,1,5,0,5,39,0,6
27644,32,4,9,4,4,13,1,1,0,5,0,4,30,0,3
27653,61,4,12,5,2,10,0,1,1,5,0,4,19,1,6
27675,56,1,12,5,2,4,0,4,1,5,0,4,32,1,5
27698,19,4,15,1,4,8,1,4,1,5,0,2,39,0,1
27739,24,4,9,4,4,12,1,4,0,5,0,2,39,0,2
27809,26,4,12,5,4,10,1,4,0,5,0,4,39,0,2
27913,47,4,11,15,0,7,4,4,0,5,0,6,39,0,4
27947,30,4,11,15,4,8,4,4,0,5,0,4,39,0,3
27997,27,4,11,15,4,6,1,2,1,5,0,3,39,0,2
28010,52,4,9,4,2,4,0,4,1,5,0,5,39,1,5
28024,48,4,11,15,2,7,5,4,0,5,0,5,39,0,4
28035,28,4,11,15,4,8,4,4,0,5,0,4,39,0,2
28078,33,4,11,15,0,12,4,4,0,5,0,4,39,0,3
28083,58,4,15,1,2,12,0,4,1,5,0,1,39,0,5
28123,36,4,11,15,0,3,1,4,1,5,0,5,39,0,3
28134,51,6,15,1,2,4,0,0,1,5,0,6,39,0,5
28188,29,6,12,5,2,3,0,4,1,5,0,3,39,0,2
28191,64,5,11,15,2,4,0,4,1,5,0,4,39,1,6
28252,63,4,9,4,2,11,0,1,1,5,0,4,30,1,6
28313,31,4,11,15,0,8,4,4,0,5,0,3,39,0,3
28345,52,5,15,1,2,12,0,4,1,5,0,9,39,1,5
28362,40,4,15,1,4,3,3,2,1,5,0,4,39,0,4
28419,69,4,11,15,6,4,1,4,0,5,0,4,39,0,6
28434,53,4,12,5,2,10,0,1,1,10,0,4,19,1,5
28440,23,4,9,4,4,4,3,4,1,5,0,4,39,0,2
28591,38,2,15,1,2,11,0,4,1,5,0,6,39,1,3
28610,61,0,11,15,2,0,0,4,1,9,0,4,39,1,6
28639,47,4,9,4,2,12,0,4,1,5,0,6,39,1,4
28687,42,6,15,1,2,4,0,4,1,5,0,5,39,1,4
28732,51,4,15,1,2,12,0,4,1,5,0,4,39,0,5
28788,24,4,9,4,2,10,0,4,1,5,0,5,39,0,2
28801,47,4,11,15,2,3,0,4,1,5,0,4,39,0,4
28814,41,4,15,1,2,14,0,4,1,5,2,6,39,1,4
28860,53,4,11,15,2,12,0,4,1,1,0,6,39,1,5
28862,39,4,11,15,4,5,4,4,1,5,0,4,39,0,3
28885,32,4,15,1,0,7,4,4,0,5,0,4,39,0,3
28905,61,4,11,15,5,14,4,1,1,5,0,4,39,1,6
28939,33,4,5,10,2,5,0,4,1,5,0,4,26,0,3
29034,36,4,11,15,2,3,0,4,1,5,0,5,39,0,3
29037,33,4,12,5,2,10,0,4,1,5,0,4,39,1,3
29054,26,4,11,15,4,8,4,2,1,5,0,4,39,0,2
29072,64,4,5,10,2,1,0,4,1,8,0,5,39,0,6
29118,31,6,10,7,2,10,0,4,1,5,0,4,39,1,3
29140,47,4,15,1,2,4,5,4,0,5,0,5,39,0,4
29215,58,5,15,1,2,4,0,4,1,13,0,6,39,1,5
29247,26,2,15,1,2,11,0,4,1,5,0,5,39,1,2
29251,19,4,6,11,4,6,3,4,1,5,0,2,39,0,1
29252,59,6,15,1,2,12,5,4,0,5,0,8,39,1,5
29281,40,2,15,1,4,4,1,4,1,5,0,4,39,0,4
29346,33,1,9,4,2,10,0,4,1,5,0,4,39,0,3
29387,36,4,11,15,4,7,4,0,0,5,0,4,39,0,3
29463,28,7,12,5,2,4,0,2,1,5,0,4,23,0,2
29495,22,4,15,1,4,14,3,1,1,5,0,4,39,0,2
29506,29,0,0,12,5,0,4,4,0,5,0,1,39,0,2
29532,42,4,9,4,2,1,0,1,1,5,0,4,39,1,4
29535,29,4,11,15,2,7,0,4,1,5,0,4,39,0,2
29591,48,4,15,1,0,1,1,2,1,5,0,4,39,0,4
29600,34,4,11,15,0,6,1,2,1,5,0,4,39,0,3
29615,30,5,9,4,2,12,0,4,1,13,0,5,39,1,3
29651,33,6,11,15,2,14,0,4,1,5,0,6,39,0,3
29673,56,4,9,4,3,10,4,4,0,5,0,4,39,0,5
29707,32,4,9,4,2,10,0,1,1,5,0,4,19,0,3
29713,25,4,15,1,4,12,3,4,0,5,0,4,39,0,2
29774,17,4,1,13,4,8,2,4,0,5,0,2,39,0,1
29784,62,6,9,4,2,4,0,4,1,5,0,4,39,0,6
29813,53,4,15,1,2,4,0,4,1,5,0,5,39,0,5
29831,37,4,9,4,2,4,0,4,1,5,2,4,39,1,3
29845,22,4,15,1,4,3,3,4,0,5,0,3,39,0,2
29873,34,4,11,15,0,4,1,4,0,5,0,4,39,0,3
29927,37,7,9,4,4,10,1,4,0,5,0,4,39,0,3
29938,43,4,11,15,2,7,0,4,1,5,0,4,39,0,4
29979,24,2,15,1,4,11,1,4,1,5,0,4,39,0,2
30037,51,1,11,15,2,4,0,4,1,5,0,5,39,1,5
30059,58,4,0,12,4,8,1,4,1,5,0,4,39,0,5
30150,45,4,11,15,0,8,1,4,0,5,0,4,39,0,4
30158,21,6,15,1,4,13,1,4,1,5,0,2,39,0,2
30173,66,5,11,15,2,14,0,4,1,5,0,5,39,1,6
30192,37,6,15,1,0,4,4,4,0,5,0,4,39,0,3
30213,58,1,1,13,0,3,1,2,0,0,0,4,39,1,5
30228,56,7,15,1,2,4,0,4,1,5,0,4,39,1,5
30290,54,4,11,15,2,3,0,4,1,5,0,4,39,0,5
30304,61,4,4,9,2,6,0,1,1,13,0,4,30,1,6
30319,57,4,11,15,2,8,0,4,1,5,0,7,39,0,5
30366,33,4,11,15,4,14,1,4,1,5,0,4,39,0,3
30376,61,0,11,15,2,0,0,4,1,5,0,3,39,1,6
30405,56,5,14,6,2,10,0,4,1,5,0,3,39,1,5
30430,47,4,11,15,2,7,0,4,1,11,0,4,39,1,4
30547,20,4,11,15,4,7,3,4,1,5,0,4,39,0,2
30567,66,7,15,1,0,4,1,4,0,5,0,5,39,0,6
30621,38,6,9,4,2,5,0,4,1,5,0,6,39,0,3
30637,42,4,11,15,0,6,4,4,1,5,0,4,39,0,4
30643,54,4,11,15,2,12,0,4,1,5,0,4,39,0,5
30713,49,4,11,15,2,3,0,4,1,5,0,4,39,1,4
30740,62,4,15,1,0,1,1,4,1,5,2,4,39,0,6
30813,17,4,0,12,4,9,2,4,1,5,0,3,39,0,1
30952,66,4,11,15,4,1,1,1,0,5,0,4,39,0,6
30962,30,6,9,4,3,3,1,4,1,12,0,6,39,0,3
30966,60,4,11,15,0,4,1,4,0,5,2,4,39,0,6
31031,44,4,12,5,5,4,4,4,0,5,0,2,39,0,4
31053,26,4,12,5,2,10,0,4,1,5,0,2,39,0,2
31065,30,4,11,15,4,6,3,0,0,5,0,0,39,0,3
31107,31,4,11,15,0,8,3,4,0,5,0,1,39,0,3
31124,48,7,12,5,5,10,1,4,1,5,0,6,39,0,4
31147,23,4,9,4,4,4,1,4,1,5,0,4,39,0,2
31154,22,4,15,1,4,12,3,4,1,5,0,2,39,0,2
31174,50,2,15,1,6,10,4,4,1,5,0,4,39,0,5
31186,31,4,8,2,2,10,0,4,1,5,0,4,39,0,3
31233,27,4,9,4,4,13,1,4,1,5,0,3,39,0,2
31360,26,4,1,13,4,7,4,4,0,5,0,1,39,0,2
31428,55,4,12,5,2,10,0,4,1,5,0,4,39,1,5
31446,35,4,12,5,2,10,0,2,1,13,0,4,0,1,3
31480,42,6,8,2,2,14,0,4,1,10,0,8,39,1,4
31518,61,0,11,15,2,0,0,4,1,5,0,3,39,0,6
31574,39,4,12,5,2,10,0,1,1,5,0,4,30,1,3
31599,66,0,6,11,2,0,0,4,1,5,0,4,39,0,6
